frame,time_sec,face_x,face_y,face_w,face_h,ear_right,ear_left,ear_avg,blink,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67
500,16.7362,212,163,191,176,0.308593,0.322509,0.315551,0,239.683,213.281,240.987,231.710,243.127,249.948,246.455,267.010,254.398,282.317,266.155,295.074,279.887,304.822,294.968,312.547,310.532,314.437,325.575,312.544,339.725,304.759,352.240,293.930,362.122,280.950,368.761,265.488,372.398,248.625,374.937,230.104,376.349,212.221,254.316,199.862,263.030,190.964,275.455,188.027,288.340,189.024,300.112,193.483,319.052,194.066,330.274,189.311,342.269,188.498,353.916,192.079,362.440,199.929,308.711,207.614,308.956,217.741,309.301,227.865,309.658,238.752,297.273,250.579,303.559,251.581,309.971,251.840,316.451,251.282,322.768,249.906,268.534,209.908,276.520,205.720,285.106,205.942,291.783,211.974,284.119,213.063,275.510,212.866,326.345,212.417,333.370,206.310,341.812,206.106,348.760,210.594,342.025,213.542,333.498,213.375,286.630,275.017,295.662,268.728,304.495,264.464,311.198,265.732,318.155,263.963,327.078,267.752,334.817,273.918,327.895,280.401,319.823,283.173,312.489,283.718,305.169,283.531,296.265,281.194,290.664,274.640,304.350,271.535,311.318,271.633,318.484,271.239,330.585,273.888,319.361,274.699,312.099,275.316,304.982,274.780
501,16.7697,214,155,189,185,0.187033,0.192922,0.189977,1,242.132,207.377,241.579,224.877,243.336,242.134,246.561,259.646,253.794,276.508,264.656,290.969,277.778,303.023,292.922,313.049,311.266,314.878,329.134,312.131,343.565,303.606,355.831,290.896,365.591,275.537,372.087,258.030,374.906,239.744,376.400,221.243,376.227,202.394,253.087,196.586,261.226,188.139,273.610,185.545,286.320,185.490,298.132,188.500,316.449,186.850,329.066,182.494,342.186,181.287,354.450,184.183,363.957,191.949,308.188,204.149,308.200,214.170,308.199,223.828,308.396,234.275,294.296,248.021,301.776,249.498,309.371,251.077,317.098,249.114,324.671,247.196,265.662,208.632,274.532,206.138,282.827,205.645,289.989,208.956,282.764,210.223,274.516,210.660,328.087,207.112,335.588,203.130,343.769,203.020,351.440,204.908,344.352,207.297,336.310,207.809,285.858,275.475,294.121,268.519,303.302,264.026,310.009,265.775,317.246,263.739,327.196,267.500,336.806,273.623,328.174,282.018,319.094,286.050,311.177,287.112,303.699,286.832,294.704,283.180,290.110,275.087,303.298,273.012,310.219,273.286,317.659,272.477,332.294,273.717,318.164,274.688,310.658,275.500,303.654,274.897
502,16.8031,213,158,192,183,0.249836,0.264122,0.256979,0,240.450,209.079,241.691,228.013,244.836,246.536,248.426,264.042,256.234,280.102,267.305,293.893,279.647,305.080,294.508,313.611,310.829,315.810,327.149,312.775,342.066,303.417,354.592,291.505,365.049,277.207,371.661,260.807,374.648,243.185,377.331,224.136,378.483,204.547,251.613,194.722,261.966,188.756,274.337,187.733,286.544,189.474,298.224,193.684,319.564,192.804,329.962,187.632,341.320,184.846,353.368,184.601,364.092,189.904,308.049,206.598,308.496,217.178,309.098,227.786,309.698,238.961,296.645,249.705,303.576,250.939,310.476,251.747,317.744,250.173,324.801,248.175,265.862,208.553,274.333,205.810,282.923,205.885,290.277,210.384,282.233,211.985,273.529,211.852,327.942,209.095,335.053,203.949,343.823,203.177,351.687,205.407,344.652,209.522,335.947,210.179,286.793,275.234,295.255,269.157,304.772,264.692,311.193,265.757,317.758,263.860,326.971,267.188,335.778,272.652,328.390,280.993,319.861,284.827,312.457,285.657,305.471,285.928,296.009,283.439,290.457,274.839,304.884,272.317,311.352,272.383,318.373,271.578,331.918,272.935,319.160,274.786,312.014,275.605,305.321,275.378
503,16.8366,211,164,192,175,0.327087,0.339837,0.333462,0,238.685,214.409,239.744,233.240,241.846,251.637,245.576,268.814,254.019,283.841,265.689,296.167,279.968,305.650,295.310,312.803,310.445,314.906,325.312,312.931,339.667,305.222,352.047,295.132,361.762,282.642,368.428,267.919,371.910,251.343,374.588,233.351,376.222,215.987,253.735,202.940,262.542,193.445,275.253,189.938,288.577,190.735,300.916,195.267,320.371,196.151,332.025,191.919,344.411,191.642,356.233,196.254,363.846,205.604,309.555,209.185,309.719,218.907,309.989,228.509,310.328,238.869,297.879,250.531,304.094,251.560,310.332,251.901,316.729,251.530,322.989,250.271,268.487,210.769,276.304,206.230,285.351,206.591,292.040,213.414,284.493,214.236,275.316,213.979,327.397,214.385,334.519,208.112,343.200,208.044,349.995,213.165,343.357,215.926,334.456,215.609,286.530,274.865,295.879,268.259,304.508,263.951,311.165,265.384,318.172,263.775,327.066,268.055,334.003,275.079,327.577,280.972,319.374,283.460,312.080,283.873,304.645,283.469,295.915,281.067,290.469,274.543,304.197,271.391,311.182,271.529,318.299,271.315,330.155,274.734,318.994,274.846,311.846,275.102,304.595,274.523
504,16.8701,214,153,191,189,0.198930,0.204963,0.201946,1,242.009,209.180,241.200,226.817,243.235,244.300,247.262,261.627,255.022,277.894,266.103,291.916,279.174,304.075,293.843,313.805,311.689,315.477,329.965,312.622,344.645,303.314,357.970,290.179,368.175,274.513,374.635,256.914,377.325,239.008,378.100,220.475,376.993,202.158,253.967,196.735,261.511,187.875,273.343,184.821,285.952,184.794,298.021,187.804,317.264,186.167,329.672,182.056,342.187,180.822,354.161,183.414,363.285,191.364,308.405,204.069,308.347,214.099,308.363,223.901,308.383,234.409,295.373,248.473,302.534,249.819,309.848,251.145,317.162,249.358,324.254,247.708,266.705,208.862,275.344,206.253,283.398,205.611,290.496,209.117,283.412,210.536,275.255,210.793,328.065,207.346,335.272,203.256,343.443,203.022,350.977,205.183,344.125,207.561,336.118,208.025,285.754,275.200,294.368,268.344,303.928,264.017,310.348,265.872,317.288,263.874,326.960,267.802,336.775,273.658,327.851,282.931,318.911,287.424,311.211,288.312,304.136,288.064,294.740,284.147,290.097,275.024,304.024,273.908,310.577,274.020,317.728,273.364,332.064,274.055,317.869,275.492,310.582,276.315,304.037,275.584
505,16.9036,210,157,196,184,0.245296,0.253349,0.249323,0,238.956,209.466,239.670,228.838,242.551,247.767,246.675,265.699,254.486,282.350,266.039,296.411,280.454,306.607,295.366,314.337,311.652,315.931,327.499,312.846,341.196,304.810,354.157,294.169,364.723,280.383,371.647,263.887,375.310,245.440,377.974,225.226,378.268,205.702,251.983,193.033,261.547,186.308,273.525,184.768,285.714,186.116,297.219,190.420,321.105,190.201,331.883,185.074,343.348,183.001,355.111,183.709,365.006,189.853,308.886,205.699,309.238,215.992,309.750,226.085,310.327,236.777,297.482,250.112,304.094,250.712,310.755,251.377,317.455,250.341,324.035,248.899,266.251,208.623,274.699,205.539,283.584,205.063,290.795,209.676,283.030,211.286,274.170,211.320,327.907,208.264,335.217,203.467,344.126,203.100,351.775,205.711,344.580,209.216,335.732,209.475,285.919,275.373,294.542,269.288,304.087,264.965,311.157,266.393,317.844,264.419,327.509,267.948,335.977,273.948,328.333,280.701,319.481,284.921,312.013,285.675,304.463,285.655,295.059,282.567,289.786,274.841,304.078,273.045,311.220,273.249,318.329,272.502,332.060,273.805,318.801,274.721,311.579,275.401,304.299,275.134
506,16.9370,212,164,191,175,0.315369,0.338274,0.326821,0,239.331,215.846,240.191,233.807,242.302,251.552,245.991,268.190,253.457,282.928,264.074,295.419,277.483,304.602,291.861,311.507,306.618,314.164,321.580,312.726,336.624,306.528,349.413,297.151,359.593,284.972,367.197,270.432,371.272,253.782,374.404,235.847,376.874,217.467,252.917,200.575,262.306,192.021,275.059,189.276,288.047,190.436,299.648,194.926,318.911,195.750,330.907,191.289,343.433,190.673,355.333,194.879,363.596,204.078,308.620,208.014,308.480,217.647,308.387,227.316,308.199,237.715,295.621,248.966,301.649,250.658,308.045,251.465,314.683,250.978,321.261,249.574,266.981,209.802,274.808,205.452,283.871,205.813,290.859,212.310,282.939,213.267,273.772,213.012,326.325,213.521,333.975,207.241,342.842,207.292,349.695,212.568,342.770,215.407,333.824,214.949,285.593,275.552,294.460,268.374,302.872,264.102,308.606,265.581,314.860,264.167,323.498,269.160,331.113,276.846,323.548,281.526,315.316,283.218,308.642,283.167,302.261,282.651,294.199,280.477,289.820,274.876,302.431,271.320,308.439,271.581,314.841,271.566,326.891,275.982,315.255,274.760,308.745,274.652,302.553,274.123
507,16.9705,217,154,185,185,0.202072,0.201781,0.201927,1,243.670,206.848,243.555,224.524,246.049,242.338,249.967,259.665,257.215,276.295,267.696,290.375,280.079,302.352,294.338,311.942,311.797,313.896,328.997,311.370,343.356,303.172,356.001,290.535,366.244,275.329,372.613,257.748,375.025,239.500,376.375,220.252,376.190,201.095,253.970,195.180,262.195,187.119,274.506,184.709,286.808,185.122,298.719,188.304,316.922,186.634,329.487,182.235,342.444,180.288,355.293,182.689,364.701,190.817,308.130,203.737,308.206,213.650,308.319,223.278,308.548,233.715,294.603,248.149,302.139,249.339,309.842,250.512,317.473,248.799,324.973,247.393,265.924,208.948,274.579,206.380,283.077,205.601,290.446,208.942,283.187,210.754,274.647,211.135,328.236,207.138,335.869,203.435,344.375,203.257,351.811,205.116,344.806,207.932,336.423,208.258,287.006,275.296,295.390,268.041,304.513,263.493,310.752,265.324,317.660,263.231,327.557,267.054,337.543,273.153,328.733,282.314,319.527,287.023,311.749,287.816,304.772,287.564,295.811,283.945,291.197,275.066,304.496,272.866,311.014,272.993,318.155,272.378,333.195,273.301,318.482,274.841,311.222,275.525,304.681,274.917
508,17.0040,214,158,190,182,0.218899,0.228637,0.223768,0,241.917,206.485,243.774,226.070,247.320,245.091,251.243,262.537,258.473,278.968,268.488,292.848,280.547,304.164,294.737,312.029,311.201,314.066,327.907,311.154,342.917,303.108,355.584,291.139,365.315,276.507,371.333,259.871,374.359,241.581,376.947,221.674,377.578,202.384,252.893,195.185,262.067,187.540,274.474,186.152,286.484,187.977,297.902,192.031,321.250,191.160,331.722,186.684,342.842,184.120,354.867,184.059,365.155,190.025,308.820,204.802,309.150,215.508,309.487,226.153,309.807,237.447,297.129,248.878,303.849,249.493,310.746,250.392,317.635,248.933,324.618,247.593,266.980,208.280,275.391,205.629,283.748,205.459,291.110,209.595,283.111,210.754,274.789,210.841,328.544,208.340,335.588,203.740,344.137,203.078,352.170,205.159,344.732,208.595,336.200,209.057,286.155,275.297,294.772,268.607,304.145,263.748,310.991,265.293,317.799,263.073,327.379,267.000,336.429,273.309,328.602,281.097,319.458,285.139,311.953,285.841,304.285,285.900,295.185,283.246,290.276,274.845,304.029,272.127,311.034,272.383,318.224,271.447,332.443,273.210,319.062,274.119,311.751,274.800,304.446,274.526
509,17.0374,211,163,192,176,0.313569,0.330896,0.322233,0,238.560,214.311,239.552,232.369,242.161,250.540,246.186,267.665,254.145,282.784,265.883,295.526,279.382,305.565,294.386,313.003,309.506,314.741,324.707,312.721,339.190,304.328,352.037,293.305,362.584,280.203,369.465,264.794,372.925,247.973,375.167,229.608,376.162,211.931,252.244,201.189,261.492,192.693,273.996,189.489,287.207,189.979,299.302,194.530,318.078,194.976,329.463,189.762,341.704,188.643,353.854,191.512,362.743,199.776,307.742,208.106,307.969,217.852,308.270,227.587,308.588,238.110,296.816,250.914,302.982,251.638,309.428,251.717,315.923,251.295,322.372,249.944,267.434,210.349,275.191,206.065,283.916,206.122,290.935,212.481,283.174,213.502,274.297,213.392,325.943,212.430,333.038,205.869,341.798,205.532,348.854,209.934,342.212,213.317,333.311,213.320,284.998,275.029,294.389,268.677,303.761,264.138,310.450,265.380,317.092,263.710,326.330,267.655,334.399,273.767,327.023,280.473,318.497,283.536,311.376,284.002,303.996,283.850,294.739,281.564,289.084,274.574,303.517,272.166,310.444,272.206,317.388,271.891,329.850,273.769,317.984,274.311,310.987,274.798,303.874,274.387
510,17.0709,217,153,185,189,0.203610,0.194974,0.199292,1,243.169,208.992,243.268,226.354,245.577,243.786,249.657,261.228,256.943,277.637,267.276,291.696,279.771,303.488,294.369,313.299,311.987,315.148,329.296,312.295,343.572,303.579,356.422,290.858,366.449,275.243,372.941,257.829,375.439,239.237,376.537,220.094,375.910,200.773,252.905,198.047,260.057,188.688,272.306,185.052,285.369,184.913,297.667,188.187,316.580,186.626,329.076,182.096,342.048,180.567,354.625,183.560,363.549,191.758,307.914,204.169,307.929,214.091,308.004,223.632,308.141,233.960,294.954,248.195,302.113,249.551,309.384,250.891,316.972,249.087,324.372,247.337,266.009,209.388,274.377,206.718,282.664,205.779,290.247,209.030,282.968,210.887,274.632,211.466,327.909,206.883,335.311,203.176,343.688,203.223,351.407,205.092,344.136,207.630,335.842,207.906,286.682,275.676,294.687,268.690,303.702,264.150,310.350,266.008,317.361,263.919,327.075,267.628,336.691,273.719,328.105,282.520,319.083,286.734,311.155,287.582,303.728,287.216,295.062,283.467,290.974,275.414,303.653,274.042,310.464,274.210,317.748,273.557,332.426,273.901,318.107,274.808,310.654,275.605,303.765,274.859
511,17.1044,214,157,191,184,0.240457,0.244366,0.242412,0,241.664,206.409,243.607,226.724,246.856,245.995,249.879,264.048,256.657,280.787,267.570,294.943,281.150,305.850,295.660,313.469,311.574,315.348,327.102,312.230,341.044,303.740,353.316,292.352,363.176,278.271,369.797,261.622,373.706,243.254,376.950,223.102,378.160,202.799,253.639,194.891,262.729,186.967,275.018,185.336,287.458,186.935,298.855,191.559,319.484,191.291,330.400,185.972,342.033,183.799,354.403,184.602,364.460,191.396,308.890,205.321,309.288,216.336,309.817,227.210,310.294,238.600,297.523,249.728,304.080,250.574,310.710,251.255,317.459,250.127,324.096,248.411,267.711,208.244,275.789,205.159,284.297,205.043,291.680,209.627,283.669,210.874,275.213,210.811,327.572,208.490,335.018,203.467,343.636,202.989,351.483,205.529,344.200,208.886,335.642,209.286,286.415,274.942,295.107,268.583,304.163,264.043,310.869,265.362,317.484,263.435,326.777,267.206,335.519,273.032,327.820,281.446,319.105,285.486,311.911,286.342,304.544,286.368,295.527,283.401,290.098,274.447,304.153,271.560,310.891,271.683,317.930,270.887,331.511,273.160,318.625,275.542,311.550,276.233,304.490,275.849
512,17.1379,215,163,189,175,0.330032,0.339785,0.334908,0,242.933,211.581,243.543,229.438,245.382,247.426,248.405,264.404,255.577,279.990,266.426,293.161,279.610,303.534,294.411,311.831,309.789,313.985,324.858,312.408,339.067,304.064,351.394,293.186,361.770,280.667,368.947,265.274,372.776,248.114,375.574,229.696,377.119,211.463,254.878,199.429,264.078,191.047,276.332,188.600,288.700,189.794,299.863,194.469,320.271,194.629,331.841,189.673,343.852,188.543,355.759,192.120,364.051,200.627,308.808,208.272,308.872,218.232,308.989,228.032,309.064,238.775,296.672,250.648,303.030,251.568,309.522,251.990,316.222,251.382,322.913,250.217,268.025,210.166,275.868,205.688,285.161,206.048,292.193,212.867,284.016,213.998,274.740,213.627,326.885,213.348,334.417,206.388,343.572,206.158,350.839,210.907,344.069,214.494,334.804,214.391,285.281,274.275,294.480,267.990,303.712,263.586,310.277,264.941,317.261,263.250,326.759,267.682,335.081,273.791,327.396,281.052,318.495,284.382,311.074,284.879,303.804,284.443,294.736,281.693,289.282,274.103,303.496,272.073,310.324,272.096,317.536,271.853,330.564,273.944,317.992,274.772,310.727,275.139,303.767,274.673
513,17.1713,214,154,189,186,0.210305,0.213305,0.211805,0,241.921,206.729,242.751,224.560,245.361,242.194,249.223,259.697,256.683,276.204,266.970,290.454,279.347,302.877,293.467,312.831,310.972,314.894,328.203,312.396,342.745,303.401,355.585,290.117,366.065,274.162,372.913,256.281,375.450,237.414,376.233,218.195,375.374,198.641,253.204,196.088,260.807,187.405,273.044,184.507,285.697,184.649,297.430,188.099,316.566,186.434,328.497,181.985,341.162,180.154,353.630,182.350,362.976,189.987,307.929,204.830,308.006,214.895,308.136,224.685,308.281,235.021,294.760,248.472,302.152,249.752,309.798,251.081,317.395,249.354,324.898,247.759,266.173,209.095,274.780,206.364,283.089,205.570,290.733,209.161,283.272,210.928,274.821,211.333,327.709,207.060,334.974,202.843,343.663,202.810,351.482,204.920,344.278,207.697,335.753,208.042,286.245,275.803,294.478,268.965,303.666,264.135,310.486,266.046,317.320,264.021,326.919,267.809,336.665,274.057,327.809,282.786,318.997,287.376,311.159,288.262,303.822,287.817,294.895,283.728,290.370,275.394,303.699,273.566,310.649,273.837,317.842,273.229,332.124,274.147,318.043,275.158,310.721,275.989,303.715,275.211
514,17.2048,215,156,190,186,0.233869,0.241946,0.237908,0,242.367,208.453,244.120,227.235,247.405,245.610,251.145,262.772,258.427,279.266,269.063,293.635,281.752,305.869,295.553,314.610,311.462,316.729,327.308,313.450,341.881,304.198,354.443,291.855,364.443,277.289,371.441,260.822,375.174,243.030,377.862,223.264,378.643,203.563,253.012,193.876,261.784,186.227,274.083,184.473,286.121,186.178,297.596,190.558,318.729,190.595,329.111,185.221,340.502,182.910,352.982,182.881,363.772,188.979,307.920,204.976,308.338,216.316,308.731,227.524,309.101,239.272,297.251,249.876,303.513,251.045,310.043,252.008,316.947,250.653,323.601,248.528,266.911,208.293,274.842,205.266,283.236,205.139,291.010,209.510,282.699,210.819,274.285,210.820,327.484,208.357,334.584,203.472,343.129,202.762,351.155,205.105,343.952,208.523,335.521,209.138,286.872,274.735,295.010,268.518,304.117,264.030,310.653,265.186,317.008,263.285,326.724,266.884,335.495,272.556,327.920,282.222,318.839,286.331,311.631,287.252,304.342,287.157,295.485,283.925,290.560,274.345,304.068,271.144,310.648,271.342,317.474,270.531,331.729,272.761,318.285,276.212,311.268,277.110,304.397,276.614
515,17.2383,214,162,186,178,0.311526,0.328446,0.319986,0,240.627,211.994,241.600,231.019,243.857,249.365,247.558,266.853,255.865,282.575,267.971,296.067,281.615,306.207,296.505,313.678,312.196,315.082,327.523,312.126,341.058,303.483,352.828,292.505,362.569,279.023,368.993,263.515,372.369,246.450,374.688,227.301,374.926,209.036,253.989,198.546,263.033,190.503,275.211,188.380,287.445,189.341,298.855,193.306,320.579,193.594,331.411,188.583,342.836,187.122,354.468,189.280,363.096,196.491,308.961,207.849,309.294,217.618,309.767,227.301,310.277,237.628,297.467,250.584,303.948,251.204,310.245,251.692,316.648,251.031,323.130,249.832,267.391,209.944,275.338,205.763,284.362,205.936,291.241,212.215,283.570,213.382,274.434,213.147,326.640,212.110,333.965,205.403,342.843,204.855,350.135,209.199,343.393,212.859,334.412,212.918,284.923,274.801,293.860,268.402,303.274,264.036,310.242,265.439,317.430,263.535,327.104,267.406,335.287,273.556,327.913,281.012,318.995,284.704,311.081,285.174,303.254,284.955,294.112,281.961,288.898,274.508,303.046,273.028,310.288,273.124,317.787,272.612,330.943,273.658,318.388,274.240,310.821,274.918,303.345,274.625
516,17.2717,216,154,186,186,0.197922,0.198360,0.198141,1,243.115,208.687,242.751,225.450,244.547,243.014,248.059,260.193,255.236,276.866,265.930,291.031,278.807,303.174,293.758,312.803,311.451,314.639,328.947,312.207,343.798,303.850,356.767,290.903,366.795,275.809,373.255,258.601,375.841,240.698,376.662,221.906,376.215,203.126,254.706,196.225,262.219,187.344,274.459,184.658,286.839,185.409,298.577,188.975,317.494,187.745,329.171,183.038,341.594,180.941,353.859,183.180,363.099,190.724,308.416,204.941,308.425,214.820,308.456,224.324,308.507,234.556,295.057,249.005,302.291,249.898,309.467,250.900,317.096,249.264,324.754,247.925,267.132,209.377,275.813,206.934,284.012,206.246,291.114,209.545,283.861,211.216,275.747,211.455,328.003,207.529,335.171,203.838,343.547,203.758,351.075,205.697,344.020,208.152,335.894,208.545,287.150,275.674,295.159,268.745,304.091,263.990,310.593,265.701,317.325,263.604,327.238,267.648,336.881,274.091,328.547,282.944,319.218,287.428,311.595,288.307,304.295,287.940,295.531,283.897,291.229,275.441,304.051,273.376,310.807,273.465,317.854,272.775,332.552,274.364,318.244,275.134,311.104,275.807,304.277,275.290
517,17.3052,214,158,192,184,0.226673,0.233079,0.229876,0,241.796,207.743,243.576,227.199,246.563,245.925,249.708,264.074,256.746,281.116,267.136,295.759,280.091,307.365,294.795,315.231,311.517,316.669,327.738,313.459,341.886,304.651,354.463,292.740,364.439,278.538,371.273,262.034,374.964,243.830,377.894,223.737,379.038,204.039,253.188,194.338,262.041,186.760,274.341,185.191,286.567,186.966,298.245,190.859,319.907,191.121,330.951,186.306,342.262,184.150,354.553,184.187,365.488,189.985,309.144,204.522,309.360,215.360,309.735,226.098,310.088,237.350,297.491,249.045,304.031,249.952,310.556,250.940,317.408,249.533,323.967,247.867,266.753,208.463,275.112,205.509,283.714,205.431,291.461,209.496,283.192,211.025,274.608,211.079,328.447,208.229,336.059,203.844,344.699,203.320,352.453,205.689,345.294,208.979,336.840,209.352,285.462,275.476,293.876,268.559,303.351,263.745,310.378,265.116,317.436,263.444,326.706,267.561,335.622,273.827,327.501,282.154,318.747,285.690,310.922,286.436,303.097,286.388,293.974,283.345,289.273,275.038,303.319,271.567,310.424,271.851,317.962,271.211,331.515,273.966,318.238,275.632,310.633,276.275,303.238,275.781
518,17.3387,206,165,191,176,0.321498,0.350465,0.335981,0,233.568,221.942,234.363,238.968,236.257,256.423,239.665,273.415,248.031,288.733,260.687,299.956,275.913,307.495,291.625,314.123,308.395,316.519,324.293,314.446,338.229,307.217,350.498,297.484,359.784,285.081,365.569,270.513,368.323,255.179,369.944,238.596,370.437,222.800,252.865,203.877,261.458,194.415,273.916,190.592,287.134,190.774,299.225,195.163,319.221,195.755,330.247,192.089,342.014,192.806,352.754,197.696,359.887,206.450,307.536,209.124,307.856,217.252,308.252,225.193,308.844,234.106,295.448,248.887,301.888,250.262,308.670,250.774,315.340,250.111,321.984,248.713,265.831,212.576,273.778,207.711,282.911,207.812,289.954,214.753,281.990,215.651,272.647,215.308,324.833,215.835,331.574,209.584,340.282,209.634,346.690,215.365,340.445,217.563,331.495,216.977,283.228,275.914,293.776,268.896,303.183,264.188,309.930,265.596,316.945,263.818,326.085,267.767,333.236,275.135,326.882,281.809,318.251,285.046,310.935,285.464,303.459,285.363,294.040,283.139,287.509,275.487,302.799,271.678,309.833,271.719,316.992,271.421,329.254,274.725,318.012,276.029,310.821,276.394,303.501,275.989
519,17.3722,214,154,189,186,0.196932,0.190793,0.193862,1,241.640,207.221,242.215,224.522,244.317,241.736,247.809,259.345,255.340,276.354,266.208,290.779,278.916,303.024,293.648,313.015,310.999,314.910,328.410,312.164,342.855,303.365,355.665,290.268,366.051,274.825,373.019,257.541,375.763,239.292,376.636,220.664,376.217,201.914,253.172,195.232,261.289,186.771,273.823,184.372,286.509,184.620,298.555,187.717,316.178,186.438,328.693,182.333,341.512,180.765,353.865,182.432,364.007,189.271,307.891,204.624,307.996,214.212,308.140,223.583,308.332,233.641,294.325,248.504,301.742,249.617,309.268,250.842,316.894,249.033,324.692,247.549,265.525,209.036,274.317,206.753,282.887,206.033,290.081,209.112,282.732,211.182,274.203,211.271,327.964,207.412,335.399,203.992,344.031,203.858,351.629,205.496,344.595,208.208,336.160,208.603,285.289,275.311,294.013,268.642,303.470,264.052,310.303,265.820,317.237,263.804,327.275,267.598,336.746,273.469,328.014,282.499,318.581,286.760,310.780,287.751,303.415,287.422,294.299,283.636,289.592,275.014,303.465,273.269,310.464,273.562,317.640,272.691,332.257,273.666,317.719,274.797,310.409,275.568,303.403,274.960
520,17.4056,214,158,190,183,0.224204,0.237481,0.230842,0,241.774,205.154,243.609,224.742,247.097,243.782,250.921,261.255,258.234,277.821,268.253,292.527,280.620,304.490,294.504,313.138,310.806,315.190,327.334,312.108,341.725,303.417,354.153,291.389,364.214,276.664,370.976,259.995,374.054,241.743,376.776,221.898,377.920,201.969,252.504,196.203,261.625,188.674,274.099,187.218,286.115,189.149,297.720,193.220,320.232,192.181,331.255,187.161,342.587,184.700,354.666,185.069,364.877,191.365,308.342,206.124,308.392,216.440,308.502,226.637,308.621,237.522,296.313,248.583,302.961,249.465,309.855,250.384,316.810,248.949,323.672,247.409,266.995,208.671,275.447,206.159,284.010,206.105,291.036,210.181,283.275,211.493,274.700,211.471,328.523,209.052,335.647,204.396,344.216,203.726,351.953,205.894,344.910,209.327,336.430,209.926,286.133,275.198,294.379,268.703,303.512,264.128,310.314,265.511,317.125,263.561,326.860,267.230,335.889,273.002,328.224,281.448,318.945,285.677,311.389,286.467,303.816,286.412,294.666,283.266,289.959,274.723,303.428,271.439,310.296,271.820,317.596,271.029,332.069,272.976,318.476,275.559,311.101,276.219,303.960,275.616
521,17.4391,211,163,191,177,0.302033,0.314513,0.308273,0,238.490,215.165,239.926,233.275,242.051,251.064,245.400,267.918,252.840,283.307,264.209,296.108,278.639,305.479,293.681,313.024,308.893,315.152,324.190,313.571,338.275,306.170,350.624,296.128,360.419,283.874,367.138,268.984,370.708,252.137,373.283,234.147,375.030,216.374,253.358,200.600,262.417,191.684,274.855,188.488,287.912,189.012,299.727,193.428,319.655,194.072,331.393,190.098,343.766,190.109,355.320,194.421,362.836,203.600,308.417,208.026,308.526,217.485,308.705,226.817,308.968,237.011,295.951,249.562,302.457,250.785,309.077,251.285,315.793,250.696,322.392,249.475,267.344,210.286,275.386,205.994,284.433,206.133,291.660,212.515,283.631,213.503,274.461,213.272,325.918,213.639,333.694,207.679,342.327,207.876,349.348,212.758,342.287,215.433,333.410,214.865,285.066,275.358,294.428,268.654,303.709,264.213,310.319,265.471,317.337,263.886,326.560,267.926,334.165,274.887,327.107,281.070,318.492,283.828,311.027,284.304,303.766,284.121,294.582,281.684,289.193,274.956,303.313,271.637,310.250,271.787,317.498,271.491,329.905,274.506,318.183,274.761,310.846,275.191,303.823,274.689
522,17.4726,217,155,184,185,0.198807,0.190914,0.194860,1,244.223,208.564,243.798,225.662,245.502,243.086,248.833,260.467,255.914,277.056,266.581,291.196,279.208,303.098,293.857,312.895,311.383,314.612,328.802,311.889,343.547,303.170,355.932,290.154,365.576,274.961,371.991,257.627,374.553,239.280,375.675,220.139,374.750,200.879,254.779,195.426,262.511,187.155,274.410,184.817,286.539,185.241,297.931,188.422,316.464,187.047,328.954,182.787,341.937,181.078,354.343,183.727,363.728,191.329,308.071,204.720,307.927,214.682,307.846,224.244,307.792,234.613,294.185,248.552,301.607,249.839,309.154,251.287,316.863,249.470,324.379,247.730,266.259,209.142,274.774,206.819,283.194,206.067,290.502,209.344,283.155,211.143,274.823,211.383,328.091,207.566,335.643,203.891,344.042,203.847,351.871,205.551,344.646,208.160,336.402,208.588,285.978,275.434,294.532,268.602,303.610,264.079,310.204,265.843,317.134,263.826,327.042,267.633,336.485,273.944,327.852,282.150,318.487,286.684,310.705,287.465,303.409,287.110,294.606,283.270,290.317,275.237,303.575,273.674,310.378,273.865,317.523,273.222,332.075,274.044,317.575,274.771,310.285,275.524,303.438,274.712
