video_id,feature,n_frames,open_mean,closed_mean,gap_open_minus_closed,separation_rough,acc_if_open_high,best_acc_allow_flip,direction
WIN_20260414_20_42_23_Pro,largest_blob_h_fixed,642,0.5186545365353311,0.20282186948853617,0.3158326670467949,4.131555709965599,0.9361370716510904,0.9361370716510904,open_high
WIN_20260414_21_29_13_Pro,largest_blob_h_fixed,642,0.7565463244889082,0.7802804834054834,-0.023734158916575154,-0.1785385742327676,0.5093457943925234,0.5093457943925234,closed_high
test1,largest_blob_h_fixed,385,0.6115514905149051,0.46530775379696243,0.14624373671794266,1.2917364534092926,0.8051948051948052,0.8051948051948052,open_high
test2,largest_blob_h_fixed,623,0.5581654697261633,0.5460628507295173,0.012102618996645997,0.0717852627572023,0.6581059390048154,0.6581059390048154,open_high
test3,largest_blob_h_fixed,635,0.451409067847424,0.4335691944829001,0.017839873364523917,0.15034233010184989,0.5086614173228347,0.5086614173228347,open_high
test4,largest_blob_h_fixed,613,0.12266743262003926,0.17835951134380457,-0.055692078723765304,-0.7964248934185473,0.28711256117455136,0.7128874388254486,closed_high
11,max_active_row_run_fixed,1110,0.4478313877239659,0.4020758345898795,0.04575555313408641,0.4954019425500206,0.7207207207207207,0.7207207207207207,open_high
22,max_active_row_run_fixed,924,0.42426641228187617,0.21034529726158427,0.2139211150202919,2.60071080650229,0.9318181818181818,0.9318181818181818,open_high
33,max_active_row_run_fixed,639,0.35774125509526966,0.24128681077694236,0.1164544443183273,1.6142049387606774,0.7887323943661971,0.7887323943661971,open_high
WIN_20260414_20_31_10_Pro,max_active_row_run_fixed,729,0.38999492598996843,0.3270128143133462,0.06298211167662221,0.4468597062531183,0.6474622770919067,0.6474622770919067,open_high
WIN_20260414_20_41_42_Pro,max_active_row_run_fixed,669,0.38136334712058545,0.15056818181818182,0.23079516530240363,3.387001199755022,0.9357249626307922,0.9357249626307922,open_high
WIN_20260414_20_42_23_Pro,max_active_row_run_fixed,642,0.36113858547633376,0.129724111866969,0.23141447360936476,3.740373848498329,0.956386292834891,0.956386292834891,open_high
WIN_20260414_21_29_13_Pro,max_active_row_run_fixed,642,0.6480153120404316,0.701171875,-0.05315656295956839,-0.5519701172924945,0.45794392523364486,0.5420560747663551,closed_high
test1,max_active_row_run_fixed,385,0.5374513866891915,0.34603031860226097,0.1914210680869305,2.090997631264665,0.8389610389610389,0.8389610389610389,open_high
test2,max_active_row_run_fixed,623,0.5001712521582464,0.43526966089466085,0.06490159126358558,0.3818385328713843,0.6725521669341894,0.6725521669341894,open_high
test3,max_active_row_run_fixed,635,0.2580631411967028,0.2763551486584481,-0.018292007461745308,-0.280650541642717,0.3937007874015748,0.6062992125984252,closed_high
test4,max_active_row_run_fixed,613,0.24754409788473772,0.30209820720291924,-0.054554109318181526,-0.5832882078978562,0.3132137030995106,0.6867862969004894,closed_high
11,row_sigma_adapt,1110,0.17047894995130003,0.17069493682234047,-0.00021598687104043557,-0.005566035610824632,0.6837837837837838,0.6837837837837838,closed_high
22,row_sigma_adapt,924,0.04319040529537466,0.008100373528171499,0.03509003176720316,0.9733325416425744,0.6590909090909091,0.6590909090909091,open_high
33,row_sigma_adapt,639,0.1418532004253322,0.1156219811117187,0.026231219313613496,1.4058307164061496,0.755868544600939,0.755868544600939,open_high
WIN_20260414_20_31_10_Pro,row_sigma_adapt,729,0.1614251026133409,0.13844810917958617,0.022976993433754728,0.4449387317801811,0.6954732510288066,0.6954732510288066,open_high
WIN_20260414_20_41_42_Pro,row_sigma_adapt,669,0.14732603532008468,0.10586837389310576,0.04145766142697892,2.12846379772533,0.820627802690583,0.820627802690583,open_high
WIN_20260414_20_42_23_Pro,row_sigma_adapt,642,0.1430072766178875,0.13331944165115087,0.009687834966736641,0.8479722280054464,0.822429906542056,0.822429906542056,open_high
WIN_20260414_21_29_13_Pro,row_sigma_adapt,642,0.12889531177202548,0.10211843774612842,0.02677687402589707,1.0223251763105612,0.7227414330218068,0.7227414330218068,open_high
test1,row_sigma_adapt,385,0.17896049016173615,0.09442022764386161,0.08454026251787454,3.2473550096484787,0.9558441558441558,0.9558441558441558,open_high
test2,row_sigma_adapt,623,0.17866542468813174,0.1447767561208307,0.03388866856730102,0.6215196668357819,0.6998394863563403,0.6998394863563403,open_high
test3,row_sigma_adapt,635,0.1985913331974416,0.16871852715026162,0.029872806047179984,1.3560485690737278,0.7338582677165354,0.7338582677165354,open_high
test4,row_sigma_adapt,613,0.22205795883107762,0.2354635769967945,-0.013405618165716865,-0.2309277776820796,0.5285481239804242,0.5285481239804242,closed_high
11,row_sigma_fixed,1110,0.1673971042695809,0.15441771265467288,0.01297939161490802,0.31590113606132014,0.7387387387387387,0.7387387387387387,open_high
22,row_sigma_fixed,924,0.1525109184046215,0.12129618488140453,0.031214733523216964,0.9174718026670219,0.7521645021645021,0.7521645021645021,open_high
33,row_sigma_fixed,639,0.12355818879008254,0.08813684232387899,0.035421346466203554,1.477826472975742,0.8012519561815337,0.8012519561815337,open_high
WIN_20260414_20_31_10_Pro,row_sigma_fixed,729,0.13902008600538776,0.09973404188133735,0.039286044124050415,0.786350193011739,0.6460905349794238,0.6460905349794238,open_high
WIN_20260414_20_41_42_Pro,row_sigma_fixed,669,0.1383418889735255,0.07424033433032004,0.06410155464320547,2.6954673423364524,0.8863976083707026,0.8863976083707026,open_high
WIN_20260414_20_42_23_Pro,row_sigma_fixed,642,0.13178249758806665,0.09564383455118114,0.03613866303688551,1.6041640828965915,0.8769470404984424,0.8769470404984424,open_high
WIN_20260414_21_29_13_Pro,row_sigma_fixed,642,0.18763462315574425,0.1897314427551883,-0.0020968195994440497,-0.06388282417543045,0.5934579439252337,0.5934579439252337,closed_high
test1,row_sigma_fixed,385,0.1767281242673879,0.09852029135185103,0.07820783291553687,2.6633500129695604,0.9376623376623376,0.9376623376623376,open_high
test2,row_sigma_fixed,623,0.16035743283594162,0.13720954148533795,0.02314789135060366,0.3923182651495994,0.7447833065810594,0.7447833065810594,open_high
test3,row_sigma_fixed,635,0.1668113890237614,0.14286234071958415,0.023949048304177267,0.6432895559231591,0.6913385826771653,0.6913385826771653,open_high
test4,row_sigma_fixed,613,0.08473378682157526,0.09120959141894078,-0.00647580459736552,-0.12608885272348277,0.49429037520391517,0.5057096247960848,closed_high
11,t_adapt,1110,75.14756944444444,76.12734082397004,-0.9797713795256016,-0.1371686836103732,0.3981981981981982,0.6018018018018018,closed_high
