video_id,source_path,frame_id,timestamp_sec,det_ok,dlib_update_ok,roi_age,frame_w,frame_h,eye_frame_w,eye_frame_h,eye_frame_orientation,dlib_decimate,eye_roi_shrink,fixed_thresh,adapt_offset,fixed_scale,label_name,label,left_pre_x,left_pre_y,left_pre_w,left_pre_h,right_pre_x,right_pre_y,right_pre_w,right_pre_h,left_x,left_y,left_w,left_h,right_x,right_y,right_w,right_h,eye_valid,feature0_q,feature1_q,eye_debug,low_pct,high_pct,left_t_low,left_t_high,right_t_low,right_t_high,left_q_dark,left_q_ref,right_q_dark,right_q_ref,left_contrast,right_contrast,left_center_w,left_center_h,right_center_w,right_center_h,robust_f0,robust_f1,svm_ready,svm_pred,svm_score_q
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,21,1.4,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,107,166,68,17,204,167,72,18,457,107,17,68,455,204,18,72,1,2244,2472,1027098948,10.0,60.0,68.0,73.0,56.0,61.0,63.0,83.0,51.0,71.0,20.0,20.0,13.0,48.0,14.0,50.0,0.5478515625,0.603515625,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,22,1.4666666666666666,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,107,165,67,17,204,166,69,17,458,107,17,67,457,204,17,69,1,1873,2240,1027098948,10.0,60.0,68.0,73.0,56.0,61.0,63.0,83.0,51.0,71.0,20.0,20.0,13.0,47.0,13.0,49.0,0.457275390625,0.546875,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,23,1.5333333333333334,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,106,166,68,14,204,166,72,17,460,106,14,68,457,204,17,72,1,1710,1950,1060849988,10.0,60.0,68.0,73.0,59.0,63.0,63.0,83.0,55.0,71.0,20.0,16.0,12.0,48.0,13.0,50.0,0.41748046875,0.47607421875,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,24,1.6,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,107,167,67,11,207,168,68,11,462,107,11,67,461,207,11,68,1,1508,1666,993477952,10.0,60.0,64.0,69.0,55.0,59.0,59.0,79.0,51.0,67.0,20.0,16.0,9.0,47.0,9.0,48.0,0.3681640625,0.40673828125,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,25,1.6666666666666667,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,114,163,63,17,207,164,64,17,460,114,17,63,459,207,17,64,1,2188,2071,1060849986,10.0,60.0,66.0,73.0,59.0,63.0,59.0,87.0,55.0,71.0,28.0,16.0,13.0,44.0,13.0,44.0,0.5341796875,0.505615234375,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,26,1.7333333333333334,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,105,165,67,17,202,166,72,14,458,105,17,67,460,202,14,72,1,1888,1656,1027099461,10.0,60.0,69.0,75.0,56.0,61.0,63.0,87.0,51.0,71.0,24.0,20.0,13.0,47.0,12.0,50.0,0.4609375,0.404296875,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,27,1.8,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,113,162,64,18,208,164,64,17,460,113,18,64,459,208,17,64,1,2235,2374,1060851014,10.0,60.0,70.0,77.0,59.0,63.0,63.0,91.0,55.0,71.0,28.0,16.0,14.0,44.0,13.0,44.0,0.545654296875,0.57958984375,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,28,1.8666666666666667,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,105,166,67,11,202,166,69,14,463,105,11,67,460,202,14,69,1,1826,2024,1027098433,10.0,60.0,65.0,71.0,56.0,61.0,59.0,83.0,51.0,71.0,24.0,20.0,9.0,47.0,12.0,49.0,0.44580078125,0.494140625,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,29,1.9333333333333333,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,103,165,68,14,203,167,69,11,461,103,14,68,462,203,11,69,1,1771,1841,993479493,10.0,60.0,69.0,75.0,55.0,59.0,63.0,87.0,51.0,67.0,24.0,16.0,12.0,48.0,9.0,49.0,0.432373046875,0.449462890625,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,30,2.0,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,108,166,64,11,201,166,68,10,463,108,11,64,464,201,10,68,1,1816,2192,993478465,10.0,60.0,65.0,71.0,55.0,59.0,59.0,83.0,51.0,67.0,24.0,16.0,9.0,44.0,8.0,48.0,0.443359375,0.53515625,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,31,2.066666666666667,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,108,166,67,11,205,166,67,11,463,108,11,67,463,205,11,67,1,1743,1947,993478465,10.0,60.0,65.0,71.0,55.0,59.0,59.0,83.0,51.0,67.0,24.0,16.0,9.0,47.0,9.0,47.0,0.425537109375,0.475341796875,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,32,2.1333333333333333,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,107,164,68,17,204,163,67,17,459,107,17,68,460,204,17,67,1,2162,1987,1027098948,10.0,60.0,68.0,73.0,56.0,61.0,63.0,83.0,51.0,71.0,20.0,20.0,13.0,48.0,13.0,47.0,0.52783203125,0.485107421875,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,33,2.2,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,109,167,67,10,207,168,68,10,463,109,10,67,462,207,10,68,1,1553,1916,993477952,10.0,60.0,64.0,69.0,55.0,59.0,59.0,79.0,51.0,67.0,20.0,16.0,8.0,47.0,8.0,48.0,0.379150390625,0.4677734375,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,34,2.2666666666666666,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,115,163,64,14,206,164,67,14,463,115,14,64,462,206,14,67,1,2145,2156,1094338882,10.0,60.0,66.0,73.0,58.0,65.0,59.0,87.0,51.0,79.0,28.0,28.0,12.0,44.0,12.0,47.0,0.523681640625,0.5263671875,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,35,2.3333333333333335,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,119,165,64,14,216,168,67,14,461,119,14,64,458,216,14,67,1,2541,2426,1060849473,10.0,60.0,65.0,71.0,59.0,63.0,59.0,83.0,55.0,71.0,24.0,16.0,12.0,44.0,12.0,47.0,0.620361328125,0.59228515625,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,36,2.4,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,118,165,67,14,215,167,68,17,461,118,14,67,456,215,17,68,1,2322,2394,1060849473,10.0,60.0,65.0,71.0,59.0,63.0,59.0,83.0,55.0,71.0,24.0,16.0,12.0,47.0,13.0,48.0,0.56689453125,0.58447265625,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,37,2.466666666666667,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,120,165,68,14,223,168,67,14,461,120,14,68,458,223,14,67,1,2510,2682,1060849988,10.0,60.0,68.0,73.0,59.0,63.0,63.0,83.0,55.0,71.0,20.0,16.0,12.0,48.0,12.0,47.0,0.61279296875,0.65478515625,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,38,2.533333333333333,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,122,164,69,14,224,166,69,17,462,122,14,69,457,224,17,69,1,2466,2431,1060849475,10.0,60.0,67.0,71.0,59.0,63.0,63.0,79.0,55.0,71.0,16.0,16.0,12.0,49.0,13.0,49.0,0.60205078125,0.593505859375,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,39,2.6,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,122,163,72,14,225,166,69,17,463,122,14,72,457,225,17,69,1,2199,2104,1060849473,10.0,60.0,65.0,71.0,59.0,63.0,59.0,83.0,55.0,71.0,24.0,16.0,12.0,50.0,13.0,49.0,0.536865234375,0.513671875,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,40,2.6666666666666665,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,125,162,72,21,224,167,68,21,457,125,21,72,452,224,21,68,1,1840,2071,1060719429,10.0,60.0,69.0,75.0,57.0,63.0,63.0,87.0,51.0,75.0,24.0,24.0,17.0,50.0,17.0,48.0,0.44921875,0.505615234375,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,41,2.7333333333333334,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,130,164,69,11,229,166,68,18,465,130,11,69,456,229,18,68,1,1562,2028,1027097407,10.0,60.0,63.0,67.0,56.0,61.0,59.0,75.0,51.0,71.0,16.0,20.0,9.0,49.0,14.0,48.0,0.38134765625,0.4951171875,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,42,2.8,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,133,162,69,14,231,163,67,18,464,133,14,69,459,231,18,67,1,2664,2365,1027097920,10.0,60.0,64.0,69.0,56.0,61.0,59.0,79.0,51.0,71.0,20.0,20.0,12.0,49.0,14.0,47.0,0.650390625,0.577392578125,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,43,2.8666666666666667,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,129,159,69,18,226,163,69,21,463,129,18,69,456,226,21,69,1,2382,1971,1027097920,10.0,60.0,64.0,69.0,56.0,61.0,59.0,79.0,51.0,71.0,20.0,20.0,14.0,49.0,17.0,49.0,0.58154296875,0.481201171875,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,44,2.933333333333333,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,128,155,69,22,225,162,72,22,463,128,22,69,456,225,22,72,1,1615,2050,993347393,10.0,60.0,65.0,71.0,53.0,59.0,59.0,83.0,47.0,71.0,24.0,24.0,18.0,49.0,18.0,50.0,0.394287109375,0.50048828125,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,45,3.0,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,126,158,73,25,221,162,73,29,457,126,25,73,449,221,29,73,1,1687,2057,1027099461,10.0,60.0,69.0,75.0,56.0,61.0,63.0,87.0,51.0,71.0,24.0,20.0,20.0,51.0,23.0,51.0,0.411865234375,0.502197265625,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,46,3.066666666666667,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,124,157,69,29,217,162,72,29,454,124,29,69,449,217,29,72,1,1574,1834,1027099461,10.0,60.0,69.0,75.0,56.0,61.0,63.0,87.0,51.0,71.0,24.0,20.0,23.0,49.0,23.0,50.0,0.38427734375,0.44775390625,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,47,3.1333333333333333,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,122,159,69,22,220,164,69,25,459,122,22,69,451,220,25,69,1,2257,2107,1027098433,10.0,60.0,65.0,71.0,56.0,61.0,59.0,83.0,51.0,71.0,24.0,20.0,18.0,49.0,20.0,49.0,0.551025390625,0.514404296875,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,48,3.2,1,1,0,480,640,640,480,board_raw,1,0,10,60,4096,closed,1,124,161,68,18,220,164,68,21,461,124,18,68,455,220,21,68,1,2390,2208,1027097920,10.0,60.0,64.0,69.0,56.0,61.0,59.0,79.0,51.0,71.0,20.0,20.0,14.0,48.0,17.0,48.0,0.58349609375,0.5390625,0,-1,0
